"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.241,0.586,0.22,0.5,0.3,-0.64,-0.46
"ClusIPW",0.815,0.564,0.16,0.58,-0.14,0.53,0.58
"addIPW",0.824,0.5,-0.01,0.8,0,0.08,0.59
"Oracle",0.919,0.626,0.3,0.6,0.3,0.3,0.6
