"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.37,0.52,0.05,0.71,0.26,-0.61,-0.25
"ClusIPW",0.349,0.488,-0.04,0.65,-0.74,-0.16,0.07
"addIPW",0.514,0.789,0.63,0.23,-0.54,0.49,0.13
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
