"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.391,0.597,0.24,0.6,0.32,-0.66,-0.21
"ClusIPW",0.786,0.413,-0.22,0.53,0.47,0.53,0.41
"addIPW",0.75,0.576,0.19,0.71,-0.26,-0.11,0.61
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
