"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.342,0.665,0.39,0.61,0.21,-0.51,-0.42
"ClusIPW",0.634,0.412,-0.21,0.56,-0.44,0.37,0.56
"addIPW",0.893,0.63,0.31,0.74,0.09,0.21,0.55
"Oracle",0.917,0.626,0.3,0.6,0.3,0.3,0.6
