"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.447,0.521,0.05,0.73,0.43,-0.47,-0.24
"ClusIPW",0.579,0.551,0.13,0.61,-0.07,-0.61,0.48
"addIPW",0.615,0.373,-0.31,0.34,0.02,-0.24,0.85
"Oracle",0.915,0.624,0.3,0.6,0.3,0.3,0.6
