"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.131,0.647,0.36,0.19,0.14,-0.85,-0.32
"ClusIPW",0.499,0.452,-0.12,0.76,0.52,0.02,-0.36
"addIPW",0.774,0.39,-0.27,0.79,0.28,0.27,0.39
"Oracle",0.914,0.626,0.3,0.6,0.3,0.3,0.6
