"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.312,0.619,0.29,0.57,0.26,-0.58,-0.42
"ClusIPW",0.238,0.38,-0.29,-0.63,-0.09,0.17,0.7
"addIPW",0.896,0.703,0.47,0.56,0.23,0.2,0.61
"Oracle",0.913,0.623,0.3,0.6,0.3,0.3,0.6
