"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.477,0.673,0.41,0.57,0.49,-0.45,-0.24
"ClusIPW",0.714,0.56,0.15,0.34,0.58,-0.35,0.64
"addIPW",0.784,0.751,0.56,0.13,0.48,0.06,0.66
"Oracle",0.91,0.624,0.3,0.6,0.3,0.3,0.6
