"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.491,0.626,0.31,0.72,0.12,-0.61,-0.02
"ClusIPW",-0.069,0.404,-0.24,0.16,0.32,-0.45,-0.78
"addIPW",0.772,0.493,-0.02,0.33,-0.04,0.13,0.93
"Oracle",0.917,0.624,0.3,0.6,0.3,0.3,0.6
