"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.378,0.605,0.26,0.57,0.41,-0.61,-0.28
"ClusIPW",0.612,0.525,0.07,0.51,0.29,-0.6,0.53
"addIPW",0.898,0.645,0.34,0.65,0.4,0.12,0.53
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
