"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.244,0.536,0.09,0.47,0.33,-0.75,-0.32
"ClusIPW",0.681,0.515,0.04,0.34,0.32,-0.41,0.78
"addIPW",0.654,0.277,-0.51,0.48,0.36,0.11,0.61
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
