"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.421,0.694,0.45,0.64,0.18,-0.51,-0.29
"ClusIPW",0.74,0.361,-0.34,0.63,-0.02,0.31,0.63
"addIPW",0.888,0.579,0.19,0.58,0.5,0.15,0.6
"Oracle",0.908,0.625,0.3,0.6,0.3,0.3,0.6
