"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.376,0.611,0.28,0.52,0.43,-0.65,-0.23
"ClusIPW",0.467,0.277,-0.51,0.53,-0.46,0.13,0.48
"addIPW",0.841,0.62,0.29,0.55,-0.14,0.26,0.72
"Oracle",0.915,0.625,0.3,0.6,0.3,0.3,0.6
