"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.443,0.594,0.24,0.76,0.22,-0.5,-0.25
"ClusIPW",0.7,0.487,-0.03,0.58,0.32,-0.42,0.62
"addIPW",0.743,0.35,-0.36,0.45,0.16,0.27,0.75
"Oracle",0.911,0.623,0.3,0.6,0.3,0.3,0.6
