"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.24,0.681,0.43,0.31,0.15,-0.8,-0.25
"ClusIPW",0.837,0.639,0.34,0.59,-0.05,0.56,0.46
"addIPW",0.908,0.644,0.34,0.47,0.3,0.29,0.7
"Oracle",0.91,0.624,0.3,0.6,0.3,0.3,0.6
