"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.272,0.637,0.33,0.45,0.23,-0.72,-0.34
"ClusIPW",0.736,0.519,0.05,0.47,-0.33,0.48,0.66
"addIPW",0.878,0.714,0.49,0.6,0.42,0.2,0.43
"Oracle",0.913,0.623,0.3,0.6,0.3,0.3,0.6
