"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.259,0.569,0.17,0.55,0.21,-0.7,-0.38
"ClusIPW",0.833,0.606,0.26,0.71,0.24,-0.17,0.59
"addIPW",0.887,0.581,0.2,0.68,0.06,0.21,0.67
"Oracle",0.906,0.621,0.3,0.6,0.3,0.3,0.6
