"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.506,0.641,0.34,0.71,0.35,-0.47,-0.21
"ClusIPW",0.037,0.489,-0.03,-0.2,0.67,-0.64,-0.32
"addIPW",0.885,0.619,0.29,0.41,0.48,0.44,0.57
"Oracle",0.913,0.626,0.3,0.6,0.3,0.3,0.6
