"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.318,0.589,0.22,0.56,0.37,-0.57,-0.42
"ClusIPW",0.84,0.456,-0.11,0.57,0.22,0.47,0.63
"addIPW",0.87,0.577,0.2,0.69,0.16,0.1,0.67
"Oracle",0.915,0.626,0.3,0.6,0.3,0.3,0.6
