"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.29,0.602,0.24,0.53,0.21,-0.73,-0.29
"ClusIPW",0.377,0.579,0.19,0.79,-0.51,-0.17,-0.24
"addIPW",0.814,0.64,0.33,0.77,-0.07,-0.05,0.53
"Oracle",0.914,0.625,0.3,0.6,0.3,0.3,0.6
