"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.37,0.628,0.31,0.62,0.24,-0.62,-0.29
"ClusIPW",0.596,0.353,-0.35,0.34,-0.13,-0.12,0.86
"addIPW",0.875,0.553,0.13,0.54,0.16,0.55,0.61
"Oracle",0.901,0.622,0.3,0.6,0.3,0.3,0.6
