"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.387,0.638,0.33,0.66,0.17,-0.57,-0.31
"ClusIPW",0.631,0.891,0.78,0.46,-0.24,0.32,0.14
"addIPW",0.813,0.451,-0.12,0.7,0.18,0.54,0.41
"Oracle",0.904,0.62,0.3,0.6,0.3,0.3,0.6
