"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.29,0.573,0.19,0.57,0.34,-0.58,-0.44
"ClusIPW",0.872,0.513,0.03,0.73,0.19,0.16,0.63
"addIPW",0.812,0.451,-0.12,0.85,0.23,0.15,0.43
"Oracle",0.913,0.626,0.3,0.6,0.3,0.3,0.6
