"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.267,0.636,0.33,0.47,0.07,-0.78,-0.24
"ClusIPW",0.451,0.374,-0.31,0.29,-0.6,-0.05,0.68
"addIPW",0.877,0.736,0.53,0.52,0.09,0.33,0.57
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
