"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.47,0.644,0.34,0.63,0.33,-0.6,-0.12
"ClusIPW",0.626,0.713,0.49,-0.08,0.28,-0.26,0.78
"addIPW",0.49,1,1,0,0,0,0
"Oracle",0.915,0.623,0.3,0.6,0.3,0.3,0.6
