"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.245,0.675,0.41,0.44,-0.04,-0.74,-0.28
"ClusIPW",0.61,0.58,0.2,0.87,-0.28,0.34,-0.11
"addIPW",0.86,0.645,0.34,0.5,-0.05,0.46,0.65
"Oracle",0.915,0.624,0.3,0.6,0.3,0.3,0.6
