"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.508,0.602,0.25,0.56,0.31,-0.71,0.16
"ClusIPW",0.113,0.609,0.27,0.21,0.41,-0.6,-0.6
"addIPW",0.744,0.367,-0.33,0.46,0.59,0.3,0.5
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
