"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.404,0.641,0.34,0.63,0.27,-0.59,-0.27
"ClusIPW",0.461,0.287,-0.49,0.56,-0.35,0.55,0.15
"addIPW",0.421,0.283,-0.5,-0.23,0.06,0.53,0.64
"Oracle",0.908,0.623,0.3,0.6,0.3,0.3,0.6
