"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.361,0.652,0.37,0.58,0.24,-0.62,-0.28
"ClusIPW",0.526,0.275,-0.51,0.16,-0.18,0.4,0.72
"addIPW",0.812,0.58,0.2,0.55,0.24,-0.2,0.75
"Oracle",0.912,0.624,0.3,0.6,0.3,0.3,0.6
