"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.361,0.636,0.33,0.64,0.13,-0.62,-0.28
"ClusIPW",0.632,0.729,0.52,0.08,0.45,0.72,0.03
"addIPW",0.852,0.593,0.23,0.46,0.26,0.67,0.47
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
