"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.474,0.645,0.34,0.64,0.35,-0.56,-0.17
"ClusIPW",0.838,0.53,0.07,0.73,-0.06,0.39,0.56
"addIPW",0.884,0.663,0.38,0.71,0.1,0.1,0.57
"Oracle",0.907,0.623,0.3,0.6,0.3,0.3,0.6
