"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.36,0.706,0.48,0.62,0.05,-0.5,-0.36
"ClusIPW",0.649,0.506,0.01,-0.18,0.57,0.21,0.78
"addIPW",0.804,0.509,0.02,0.19,0.48,0.32,0.79
"Oracle",0.908,0.622,0.3,0.6,0.3,0.3,0.6
