"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.379,0.677,0.42,0.61,0.1,-0.61,-0.26
"ClusIPW",0.612,0.292,-0.48,0.68,0.31,-0.15,0.43
"addIPW",0.831,0.528,0.07,0.62,0.43,-0.13,0.64
"Oracle",0.907,0.623,0.3,0.6,0.3,0.3,0.6
