"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.252,0.603,0.26,0.31,0.09,-0.91,-0.02
"ClusIPW",0.629,0.567,0.17,0.57,-0.01,-0.57,0.57
"addIPW",0.84,0.713,0.49,0.46,0.57,0.03,0.47
"Oracle",0.92,0.625,0.3,0.6,0.3,0.3,0.6
