"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.308,0.646,0.35,0.32,0.48,-0.69,-0.25
"ClusIPW",0.656,0.694,0.45,0.63,-0.45,-0.12,0.44
"addIPW",0.815,0.772,0.6,0.22,0.16,0.38,0.65
"Oracle",0.905,0.622,0.3,0.6,0.3,0.3,0.6
