"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.372,0.587,0.22,0.59,0.42,-0.58,-0.31
"ClusIPW",0.696,0.398,-0.25,0.43,0.42,-0.24,0.72
"addIPW",0.753,0.504,0.01,0.51,0.16,0.81,0.25
"Oracle",0.918,0.625,0.3,0.6,0.3,0.3,0.6
