"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.363,0.637,0.33,0.54,0.33,-0.65,-0.28
"ClusIPW",0.504,0.385,-0.28,0.26,0.71,-0.44,0.39
"addIPW",0.828,0.469,-0.08,0.44,0.58,0.21,0.65
"Oracle",0.914,0.626,0.3,0.6,0.3,0.3,0.6
