"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.352,0.578,0.19,0.71,0.13,-0.57,-0.33
"ClusIPW",0.857,0.492,-0.02,0.62,0.27,0.53,0.52
"addIPW",0.861,0.536,0.09,0.32,0.37,0.44,0.75
"Oracle",0.905,0.621,0.3,0.6,0.3,0.3,0.6
