"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.452,0.636,0.33,0.6,0.42,-0.57,-0.17
"ClusIPW",0.821,0.477,-0.05,0.78,0.14,0.47,0.38
"addIPW",0.806,0.517,0.04,0.38,-0.09,0.46,0.79
"Oracle",0.915,0.626,0.3,0.6,0.3,0.3,0.6
