"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.386,0.713,0.49,0.52,0.27,-0.56,-0.32
"ClusIPW",0.743,0.606,0.26,-0.05,0.38,0.27,0.85
"addIPW",0.883,0.521,0.05,0.51,0.25,0.46,0.67
"Oracle",0.915,0.627,0.3,0.6,0.3,0.3,0.6
