"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.255,0.655,0.37,0.38,0.4,-0.57,-0.48
"ClusIPW",0.754,0.487,-0.03,0.45,-0.07,0.73,0.51
"addIPW",0.889,0.679,0.42,0.44,0.2,0.3,0.7
"Oracle",0.915,0.624,0.3,0.6,0.3,0.3,0.6
