"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.566,0.684,0.43,0.57,0.56,-0.42,-0.07
"ClusIPW",0.795,0.428,-0.18,0.62,0.44,0.01,0.63
"addIPW",0.842,0.625,0.3,0.32,0.66,0.28,0.54
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
