"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.251,0.686,0.43,0.39,0.16,-0.72,-0.34
"ClusIPW",0.666,0.465,-0.09,0.99,0.01,-0.05,0.09
"addIPW",0.759,0.554,0.14,0.89,0.08,-0.19,0.38
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
