"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.422,0.62,0.3,0.7,0.23,-0.54,-0.27
"ClusIPW",0.66,0.502,0.01,0.97,-0.16,-0.05,0.17
"addIPW",0.892,0.676,0.42,0.48,0.29,0.23,0.68
"Oracle",0.907,0.624,0.3,0.6,0.3,0.3,0.6
