"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.45,0.607,0.26,0.73,0.03,-0.63,-0.05
"ClusIPW",0.271,0.556,0.14,-0.27,-0.5,-0.4,0.7
"addIPW",0.846,0.674,0.41,0.26,0.15,0.47,0.72
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
