"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.378,0.545,0.11,0.65,-0.01,-0.75,-0.02
"ClusIPW",0.422,0.758,0.57,0.34,0.22,0.43,-0.56
"addIPW",0.714,0.462,-0.1,0.85,0.18,0.48,0.03
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
