"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.318,0.579,0.19,0.69,0.03,-0.61,-0.34
"ClusIPW",0.36,0.539,0.1,0.07,0.86,-0.5,0
"addIPW",0.772,0.481,-0.05,0.88,-0.03,0.39,0.26
"Oracle",0.92,0.625,0.3,0.6,0.3,0.3,0.6
