"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.414,0.633,0.32,0.66,0.25,-0.57,-0.27
"ClusIPW",0.78,0.531,0.07,0.65,-0.17,0.62,0.4
"addIPW",0.835,0.574,0.18,0.73,-0.14,0.42,0.48
"Oracle",0.907,0.623,0.3,0.6,0.3,0.3,0.6
