"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.386,0.689,0.44,0.62,0.18,-0.52,-0.34
"ClusIPW",0.841,0.628,0.32,0.36,0.06,0.62,0.62
"addIPW",0.859,0.551,0.13,0.56,-0.01,0.35,0.74
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
