"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.307,0.532,0.09,0.69,0.21,-0.53,-0.44
"ClusIPW",0.737,0.653,0.37,0.45,-0.34,0.03,0.74
"addIPW",0.895,0.663,0.39,0.6,0.37,0.15,0.57
"Oracle",0.913,0.627,0.3,0.6,0.3,0.3,0.6
