"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.219,0.639,0.33,0.44,0.29,-0.54,-0.57
"ClusIPW",0.337,0.533,0.08,-0.39,0.37,-0.53,0.65
"addIPW",0.625,0.734,0.53,-0.27,0.2,0.14,0.77
"Oracle",0.913,0.623,0.3,0.6,0.3,0.3,0.6
