"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.224,0.628,0.31,0.37,0.32,-0.73,-0.37
"ClusIPW",0.843,0.687,0.44,0.54,0.45,-0.13,0.54
"addIPW",0.886,0.586,0.22,0.69,0.27,0.45,0.45
"Oracle",0.907,0.624,0.3,0.6,0.3,0.3,0.6
