"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.321,0.602,0.25,0.49,0.39,-0.66,-0.33
"ClusIPW",0.551,0.406,-0.23,0.44,-0.55,0.09,0.67
"addIPW",0.882,0.692,0.45,0.43,0.16,0.39,0.66
"Oracle",0.91,0.622,0.3,0.6,0.3,0.3,0.6
