"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.357,0.658,0.38,0.55,0.08,-0.72,-0.18
"ClusIPW",0.814,0.603,0.25,0.84,0.09,0.44,0.18
"addIPW",0.806,0.641,0.34,0.84,0.25,-0.12,0.31
"Oracle",0.915,0.627,0.3,0.6,0.3,0.3,0.6
