"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.376,0.638,0.34,0.58,0.17,-0.7,-0.18
"ClusIPW",0.415,0.469,-0.08,-0.42,0.43,-0.23,0.76
"addIPW",0.83,0.536,0.08,0.36,0.7,0.17,0.59
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
