"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.353,0.608,0.26,0.64,0.16,-0.64,-0.28
"ClusIPW",0.523,0.694,0.45,0.45,0.45,0.45,-0.45
"addIPW",0.88,0.521,0.05,0.66,0.49,0.21,0.53
"Oracle",0.916,0.623,0.3,0.6,0.3,0.3,0.6
