"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.379,0.525,0.06,0.82,0.12,-0.4,-0.39
"ClusIPW",0.696,0.416,-0.21,0.44,-0.1,0.74,0.45
"addIPW",0.849,0.514,0.03,0.77,0.47,0.29,0.31
"Oracle",0.908,0.622,0.3,0.6,0.3,0.3,0.6
