"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.173,0.633,0.32,0.37,0.24,-0.68,-0.49
"ClusIPW",0.428,0.816,0.67,0.28,-0.05,-0.67,0.13
"addIPW",0.894,0.613,0.27,0.41,0.27,0.32,0.77
"Oracle",0.917,0.628,0.3,0.6,0.3,0.3,0.6
