"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.451,0.635,0.32,0.68,0.22,-0.61,-0.15
"ClusIPW",0.634,0.554,0.13,0.89,0.1,-0.39,0.16
"addIPW",0.803,0.652,0.36,0.53,0.49,-0.24,0.53
"Oracle",0.912,0.626,0.3,0.6,0.3,0.3,0.6
