"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.446,0.704,0.47,0.6,0.28,-0.54,-0.23
"ClusIPW",0.839,0.468,-0.08,0.65,0.04,0.4,0.65
"addIPW",0.733,0.429,-0.18,0.49,0.36,-0.22,0.74
"Oracle",0.916,0.624,0.3,0.6,0.3,0.3,0.6
