"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.417,0.674,0.41,0.53,0.38,-0.59,-0.24
"ClusIPW",0.554,0.715,0.5,0.08,0.34,0.78,-0.13
"addIPW",0.789,0.672,0.41,0.52,0.53,-0.23,0.48
"Oracle",0.909,0.624,0.3,0.6,0.3,0.3,0.6
