"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.239,0.665,0.39,0.42,0.23,-0.64,-0.45
"ClusIPW",0.473,0.3,-0.47,0.59,-0.23,0.61,0.03
"addIPW",0.413,0.288,-0.49,0.02,-0.2,0.76,0.38
"Oracle",0.904,0.622,0.3,0.6,0.3,0.3,0.6
