"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.343,0.593,0.23,0.55,0.46,-0.49,-0.44
"ClusIPW",0.875,0.616,0.28,0.74,0.45,0.12,0.4
"addIPW",0.822,0.494,-0.01,0.86,0.35,0.1,0.35
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
