"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.41,0.604,0.25,0.67,0.27,-0.59,-0.26
"ClusIPW",0.756,0.4,-0.24,0.27,0.29,0.4,0.79
"addIPW",0.888,0.613,0.28,0.64,0.14,0.12,0.69
"Oracle",0.908,0.623,0.3,0.6,0.3,0.3,0.6
